S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\center_2024_08_04_14_57_10_282.jpg, S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\left_2024_08_04_14_57_10_282.jpg, S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\right_2024_08_04_14_57_10_282.jpg, 0, 0, 0, 0.09582528
S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\center_2024_08_04_14_57_10_384.jpg, S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\left_2024_08_04_14_57_10_384.jpg, S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\right_2024_08_04_14_57_10_384.jpg, 0, 0, 0, 0.09487756
S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\center_2024_08_04_14_57_10_488.jpg, S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\left_2024_08_04_14_57_10_488.jpg, S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\right_2024_08_04_14_57_10_488.jpg, 0, 0, 0, 0.09375279
S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\center_2024_08_04_14_57_10_597.jpg, S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\left_2024_08_04_14_57_10_597.jpg, S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\right_2024_08_04_14_57_10_597.jpg, 0, 0.1664571, 0, 0.1594067
S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\center_2024_08_04_14_57_10_702.jpg, S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\left_2024_08_04_14_57_10_702.jpg, S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\right_2024_08_04_14_57_10_702.jpg, 0, 0.4359681, 0, 0.5451372
S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\center_2024_08_04_14_57_10_810.jpg, S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\left_2024_08_04_14_57_10_810.jpg, S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\right_2024_08_04_14_57_10_810.jpg, 0, 0.8037861, 0, 1.423407
S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\center_2024_08_04_14_57_10_920.jpg, S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\left_2024_08_04_14_57_10_920.jpg, S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\right_2024_08_04_14_57_10_920.jpg, 0.2019645, 1, 0, 2.587316
S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\center_2024_08_04_14_57_11_028.jpg, S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\left_2024_08_04_14_57_11_028.jpg, S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\right_2024_08_04_14_57_11_028.jpg, 0.3794817, 1, 0, 3.974652
S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\center_2024_08_04_14_57_11_137.jpg, S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\left_2024_08_04_14_57_11_137.jpg, S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\right_2024_08_04_14_57_11_137.jpg, 0.05222842, 1, 0, 5.141931
S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\center_2024_08_04_14_57_11_247.jpg, S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\left_2024_08_04_14_57_11_247.jpg, S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\right_2024_08_04_14_57_11_247.jpg, 0, 1, 0, 6.522867
S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\center_2024_08_04_14_57_11_356.jpg, S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\left_2024_08_04_14_57_11_356.jpg, S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\right_2024_08_04_14_57_11_356.jpg, 0, 1, 0, 7.663888
S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\center_2024_08_04_14_57_11_464.jpg, S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\left_2024_08_04_14_57_11_464.jpg, S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\right_2024_08_04_14_57_11_464.jpg, 0, 1, 0, 8.794091
S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\center_2024_08_04_14_57_11_569.jpg, S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\left_2024_08_04_14_57_11_569.jpg, S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\right_2024_08_04_14_57_11_569.jpg, 0.3144651, 1, 0, 10.10661
S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\center_2024_08_04_14_57_11_677.jpg, S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\left_2024_08_04_14_57_11_677.jpg, S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\right_2024_08_04_14_57_11_677.jpg, 0, 1, 0, 11.20863
S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\center_2024_08_04_14_57_11_789.jpg, S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\left_2024_08_04_14_57_11_789.jpg, S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\right_2024_08_04_14_57_11_789.jpg, 0, 1, 0, 12.48341
S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\center_2024_08_04_14_57_11_901.jpg, S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\left_2024_08_04_14_57_11_901.jpg, S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\right_2024_08_04_14_57_11_901.jpg, 0, 1, 0, 13.65193
S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\center_2024_08_04_14_57_12_010.jpg, S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\left_2024_08_04_14_57_12_010.jpg, S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\right_2024_08_04_14_57_12_010.jpg, 0, 1, 0, 14.8952
S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\center_2024_08_04_14_57_12_119.jpg, S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\left_2024_08_04_14_57_12_119.jpg, S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\right_2024_08_04_14_57_12_119.jpg, 0, 1, 0, 15.90746
S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\center_2024_08_04_14_57_12_229.jpg, S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\left_2024_08_04_14_57_12_229.jpg, S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\right_2024_08_04_14_57_12_229.jpg, 0, 1, 0, 17.18298
S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\center_2024_08_04_14_57_12_339.jpg, S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\left_2024_08_04_14_57_12_339.jpg, S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\right_2024_08_04_14_57_12_339.jpg, 0, 1, 0, 18.24458
S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\center_2024_08_04_14_57_12_447.jpg, S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\left_2024_08_04_14_57_12_447.jpg, S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\right_2024_08_04_14_57_12_447.jpg, 0, 1, 0, 19.47197
S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\center_2024_08_04_14_57_12_557.jpg, S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\left_2024_08_04_14_57_12_557.jpg, S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\right_2024_08_04_14_57_12_557.jpg, 0, 1, 0, 20.48745
S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\center_2024_08_04_14_57_12_660.jpg, S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\left_2024_08_04_14_57_12_660.jpg, S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\right_2024_08_04_14_57_12_660.jpg, -0.0835758, 1, 0, 21.49001
S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\center_2024_08_04_14_57_12_763.jpg, S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\left_2024_08_04_14_57_12_763.jpg, S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\right_2024_08_04_14_57_12_763.jpg, -0.02651669, 1, 0, 22.46104
S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\center_2024_08_04_14_57_12_874.jpg, S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\left_2024_08_04_14_57_12_874.jpg, S:\Engineering\udacity-self-driving-car-sim\TrainingData\MoreTrainingData\IMG\right_2024_08_04_14_57_12_874.jpg, 0, 1, 0, 23.63812
